	features	ambiguous_features	spliced_features	unspliced_features	gene_count_corr	means	dispersions	dispersions_norm	velocity_gamma	velocity_r2	velocity_genes	spearmans_score	velocity_score	to 10	to 17	to 1	to 3
ATF7IP	ATF7IP	ATF7IP	ATF7IP	ATF7IP	0.0021	0.15482372	0.2631278	0.2252603	0.7658333	0.0769195556640625	True	0.5604430766813088	0	-0.007294152273916009	0.0991952123854589	-0.0844589471136876	0.0024552762109540144
H2AFJ	H2AFJ	H2AFJ	H2AFJ	H2AFJ	0.0762	1.5539345	1.3213682	2.067514	0.23815806	0.8816513419151306	True	0.8844072652271258	2	-0.06555769286253199	-0.345534290847056	0.3628121781427282	-0.05460196079691943
PTPRO	PTPRO	PTPRO	PTPRO	PTPRO	0.009	0.03290104	0.19016048	-0.040464576	2.0313654	0.48139792680740356	True	0.5777707277805697	0	-0.048942841680719384	-0.09259434119744786	0.11312735029732145	-0.011370446273339808
AC007529.2	AC007529.2	AC007529.2	AC007529.2	AC007529.2	-0.021	0.007218816	0.27601427	0.2721889	2.5287898	-0.3687242269515991	False	0.2622896533094064	0	-0.013622992575503003	0.03690172305994012	-0.020004171899029075	-0.012470928027427844
GOLT1B	GOLT1B	GOLT1B	GOLT1B	GOLT1B	-0.0878	0.5830159	0.36179715	0.2999784	0.17717281	0.1596834659576416	True	0.3941592177623794	11	0.13337694318580975	-0.03499984064902215	-0.04242127412349589	0.0001434490100256172
ETFRF1	ETFRF1	ETFRF1	ETFRF1	ETFRF1	-0.0288	0.009958344	0.26467806	0.23090586	1.8527625	-2.4551353454589844	False	0.09460078125404052	0	-0.005657310130322002	0.02251206218050101	-0.01208853639851062	-0.011485222223396593
STK38L	STK38L	STK38L	STK38L	STK38L	-0.0766	0.3052067	0.2917137	0.1907316	0.75477725	0.30138683319091797	True	0.584260211831113	22	0.038444906071080545	0.11045278177483725	-0.10069670983390223	-0.043918171451116456
PPFIBP1	PPFIBP1	PPFIBP1	PPFIBP1	PPFIBP1	0.0429	0.77629924	0.40339094	0.46086398	1.2743994	0.5177930295467377	True	0.6950387499048845	13	-0.05304908940998657	-0.20090726770164638	0.2047537938384216	0.0037646024215494452
KIAA1551	KIAA1551	KIAA1551	KIAA1551	KIAA1551	0.0142	0.18393885	0.54630315	1.2564992	0.84117633	0.5341156125068665	True	0.5995155732495508	22	0.031942609312628364	-0.05741997649834356	0.04146362747099021	-0.02064292160590401
FGD4	FGD4	FGD4	FGD4	FGD4	-0.0615	0.3463396	0.3165456	0.27691466	2.07628	-5.271999359130859	False	0.4439415769163719	0	-0.031643624604928054	0.1378089936840705	-0.09975435935665532	-0.010828357868478418
ARID2	ARID2	ARID2	ARID2	ARID2	-0.073	0.22158483	0.26830366	0.24410923	1.7708054	-0.3246743679046631	False	0.5290305922220876	0	-0.027753509264861434	0.1424791068029663	-0.11103628792125741	0.0015745535920495058
TMEM106C	TMEM106C	TMEM106C	TMEM106C	TMEM106C	0.1369	0.5685469	0.49312574	0.8079595	0.092949495	0.3835023045539856	True	0.47449642332242664	10	-0.036240693461637774	0.01561527105016329	-0.09469278038084465	0.24868900162573854
DDN-AS1	DDN-AS1	DDN-AS1	DDN-AS1	DDN-AS1	-0.0155	0.07045372	0.20696212	0.020721864	0.26068103	-0.27672362327575684	False	0.0451148037402516	0	-0.021017893426484056	0.014360188785646537	-0.0027524993128053587	0.0040182585913424934
TUBA1C	TUBA1C	TUBA1C	TUBA1C	TUBA1C	0.1417	0.80377465	0.38710734	-0.024157684	3.4556577	0.8258928954601288	True	0.7854217449918078	0	0.07296779430312875	-0.10442499596934492	0.017699498603467402	0.08465613705712546
TROAP	TROAP	TROAP	TROAP	TROAP	0.0969	0.08500467	0.43640012	0.8562655	0.97890824	0.8719112277030945	True	0.635602780113496	12	-0.03341094636959226	0.005386807791261467	-0.03192375984754539	0.11227434632665939
SPATS2	SPATS2	SPATS2	SPATS2	SPATS2	-0.0164	0.6868691	0.28063673	-0.013951402	0.6695891	0.2970772981643677	True	0.5214744160942366	0	-0.0022630930782405107	0.16789556326203836	-0.1607818606735606	0.03447841912962528
AQP5	AQP5	AQP5	AQP5	AQP5	0.0205	0.6302904	1.1201439	3.2332761	0.009406676	-0.552048921585083	False	0.17349647155229853	0	-0.10621637049247437	-0.038848914779730036	0.09149325728437034	0.0026556913605786984
DIP2B	DIP2B	DIP2B	DIP2B	DIP2B	-0.0195	0.25614393	0.19229773	-0.03268139	2.905276	-1.0534155368804932	False	0.5370368668459319	0	0.028918084063657607	0.1188045533221576	-0.11542212857920524	-0.012859623445187816
NR4A1	NR4A1	NR4A1	NR4A1	NR4A1	0.0262	0.16417168	0.20709573	0.021208439	0.63216925	0.2101319432258606	True	0.47752438402277003	17	0.06011149477600146	0.01727952339399991	-0.04707728115407297	-0.0028642687008450093
KRT7	KRT7	KRT7	KRT7	KRT7	0.0443	0.099834815	0.6429092	1.6083091	0.03446345	0.36399412155151367	True	0.20793358905612752	0	0.0031052426447504894	-0.05360973614347657	0.04978170847962628	-0.010396113231371263
KRT18	KRT18	KRT18	KRT18	KRT18	-0.0511	5.005393	3.7696362	0.7345062	0.0059349383	0.3185909390449524	False	0.6673070713098003	0	-0.028917864240988123	-0.23200325740967925	0.24045200583172743	-0.049334566997149644
TNS2	TNS2	TNS2	TNS2	TNS2	0.0019	0.12421358	0.19827054	-0.010930216	0.1697636	-0.19613111019134521	False	0.1813331237149647	0	0.02586903019290346	0.018715490610469215	-0.03420717301938003	0.008638079026401223
IGFBP6	IGFBP6	IGFBP6	IGFBP6	IGFBP6	0.0154	0.8490717	2.8726003	5.803087	0.007053519	-0.04529976844787598	False	0.16927154112009543	0	-0.08383370891364195	-0.1497980214919564	0.184975246638827	-0.016924271967605112
ESPL1	ESPL1	ESPL1	ESPL1	ESPL1	0.0845	0.031676814	0.21983106	0.06758665	0.22463462	0.4833505153656006	True	0.5785358730016072	19	-0.015435056798224699	0.013926758730021192	-0.03755411861964713	0.08324442200801152
HOXC4	HOXC4	HOXC4	HOXC4	HOXC4	-0.0353	0.07981808	0.35026884	0.54260147	0.5180163	0.4417024254798889	True	0.5609504290693889	16	0.09774362296452319	0.1486032212505487	-0.17304921576032195	-0.028731556758835406
METTL7B	METTL7B	METTL7B	METTL7B	METTL7B	0.0038	0.1638085	0.23579726	0.12573068	0.117595725	-0.10944688320159912	False	0.24960664925266407	0	-0.009340809505501653	-0.0029085039096575357	0.015829025997179124	-0.020069204288271546
GDF11	GDF11	GDF11	GDF11	GDF11	-0.0337	0.07515652	0.24366693	0.15438968	0.08884616	0.07545822858810425	True	0.30660745989407645	0	0.04555455868361902	0.10950960180101244	-0.11367173769475161	-0.019489742498397588
RPS26	RPS26	RPS26	RPS26	RPS26	-0.1043	2.725045	1.2099237	0.2938914	0.009270599	-1.933501958847046	False	0.1773772375921495	0	-0.18708913593235876	0.2634371421747224	-0.15173849987896984	0.05465927985099039
MYL6B	MYL6B	MYL6B	MYL6B	MYL6B	-0.0854	0.7872634	0.44285226	0.10653645	0.14573184	0.1014220118522644	True	0.5950975651626285	23	0.02612941686028996	0.13108807056477045	-0.10678533545129965	-0.05710443082843521
OS9	OS9	OS9	OS9	OS9	-0.1175	0.66203547	0.4357751	0.5861264	0.17861755	0.290594220161438	True	0.32509771862478654	0	0.12957299246497153	0.10959855778517717	-0.14912547561815806	-0.046010332458224376
SLC16A7	SLC16A7	SLC16A7	SLC16A7	SLC16A7	-0.0452	0.21694528	0.52679193	1.1854452	0.60738784	0.636801540851593	True	0.6540030624959328	21	0.10534864907540983	0.075147177499435	-0.13440658882313655	0.025421634088454093
AC048341.1	AC048341.1	AC048341.1	AC048341.1	AC048341.1	-0.0166	0.07024928	0.301639	0.36550632	0.94540274	-0.4781736135482788	False	0.2687484082379849	0	0.045131843998279554	0.010040217308801428	-0.02819333496203804	-0.01341299406362826
SRGAP1	SRGAP1	SRGAP1	SRGAP1	SRGAP1	-0.0235	0.3321555	0.2621945	0.08828034	1.4551352	0.24226057529449463	True	0.7338304475207182	7	-0.0007633958320493754	0.1059364152104407	-0.0834993717161356	-0.023418190670122588
DYRK2	DYRK2	DYRK2	DYRK2	DYRK2	-0.0674	0.6609952	0.28831646	0.015753897	0.081861846	-0.09097659587860107	False	0.2186435168053034	0	0.08428795973670035	0.051650950639285896	-0.08481288317313854	-0.01728304373560704
MDM2	MDM2	MDM2	MDM2	MDM2	-0.0304	0.32023242	0.50294626	0.92384845	0.44271037	0.3039066195487976	True	0.43953661751364587	0	0.025447162121419297	0.05889506551084625	-0.0682961013927211	0.005902765330370135
LYZ	LYZ	LYZ	LYZ	LYZ	0.0141	3.675412	2.7762325	0.51650643	0.0042556766	-0.10600507259368896	False	0.6197031137534696	0	-0.3078940992923836	-0.14335944625358266	0.25989581358318836	0.08769500150244618
MYRFL	MYRFL	MYRFL	MYRFL	MYRFL	0.0238	0.37204003	0.3001296	0.21994027	1.8626995	0.6454622745513916	True	0.8272038199313201	10	-0.07225656545714161	-0.09316829451711091	0.10625050774220499	0.03841269718451225
KCNMB4	KCNMB4	KCNMB4	KCNMB4	KCNMB4	-0.0086	0.08874624	0.215465	0.05168675	0.97462547	-0.1079024076461792	False	0.362943952877871	0	-0.006997218745843083	0.02624859975394432	-0.021127826669609582	0.004499035718404588
GLIPR1	GLIPR1	GLIPR1	GLIPR1	GLIPR1	0.0188	0.1471298	1.1011634	3.2771316	0.0807658	0.4029421806335449	True	0.5353359403345836	0	-0.04521580998351759	-0.15224559864888854	0.1732270743459968	-0.0349190595406132
AC011611.4	AC011611.4	AC011611.4	AC011611.4	AC011611.4	-0.0192	0.015647592	0.23448457	0.1209503	0.9907548	-0.3159526586532593	False	0.1481395486126012	0	-0.011888316566590817	0.05233544327736841	-0.0398315460626593	0.0005182939158086796
NAV3	NAV3	NAV3	NAV3	NAV3	-0.0407	0.0055582337	0.6686194	1.7019378	9.144133	0.8084682673215866	True	0.19537035044070375	0	-0.03573879283794123	0.07688362129187572	-0.04652914771839783	-0.004055630236184756
LRRIQ1	LRRIQ1	LRRIQ1	LRRIQ1	LRRIQ1	-0.0993	0.02441729	1.0522108	3.0988612	0.36929813	0.7612643837928772	True	0.46875428081616566	0	-0.06914313278618014	0.27242248793040413	-0.1910008705032665	-0.02776217991110832
NUDT4	NUDT4	NUDT4	NUDT4	NUDT4	0.0434	0.61649567	0.39500153	0.42841348	0.5143031	0.5944521725177765	True	0.806920237778126	14	-0.1456137762187132	-0.1300697319638107	0.19082041871753783	0.009411538781731175
ELK3	ELK3	ELK3	ELK3	ELK3	-0.0166	0.08805918	0.19295974	-0.030270547	0.31385794	0.04655659198760986	True	0.392513593988491	0	-0.017675695836300232	0.02978459118298784	-0.003245690414488615	-0.032840082033495435
NEDD1	NEDD1	NEDD1	NEDD1	NEDD1	0.0695	0.23285763	0.21575585	0.052745968	0.23349698	0.1886690855026245	True	0.48522086968584377	7	0.02766177836381628	-0.025635386666718635	-0.0376733558030361	0.11122545606717613
TMPO	TMPO	TMPO	TMPO	TMPO	0.1042	0.4671024	0.4937806	0.8920375	0.8372085	0.8446476459503174	True	0.7180200909718957	9	-0.02260749581657933	0.08893357496230274	-0.14064132375120875	0.18409538791120073
GAS2L3	GAS2L3	GAS2L3	GAS2L3	GAS2L3	0.0513	0.17999907	0.73496735	1.9435569	0.80261815	0.8117750138044357	True	0.7013840531331377	20	0.02033715528997515	0.06731521575689718	-0.11213979041585953	0.10265616931268887
CHPT1	CHPT1	CHPT1	CHPT1	CHPT1	-0.0002	0.34164044	0.25375015	0.058972873	0.72085124	0.5453037619590759	True	0.8021462766019759	0	-0.03953111601450527	0.07980889653944624	-0.07432888543314027	0.06328995053155649
PARPBP	PARPBP	PARPBP	PARPBP	PARPBP	0.1288	0.18241894	0.4634904	0.9549201	0.5783564	0.7083270251750946	True	0.5656434209708712	20	-0.0244260403255421	-0.00386150000806773	-0.05044439263240542	0.16590644563191478
HSP90B1	HSP90B1	HSP90B1	HSP90B1	HSP90B1	-0.2015	2.4105084	1.597281	1.0641567	0.036671773	0.1603742241859436	True	0.48782791138085196	15	0.11330268108947165	0.05805726462118611	-0.10456558108057946	-0.021786185114588658
TDG	TDG	TDG	TDG	TDG	-0.0625	0.4824562	0.2862441	0.17174831	0.474025	-0.09777772426605225	False	0.36654706053657277	0	0.07219667622490025	0.1500262753731283	-0.16021291582840486	-0.028893377733648494
HCFC2	HCFC2	HCFC2	HCFC2	HCFC2	-0.034	0.059132483	0.3410117	0.5088898	0.17696498	0.011116087436676025	True	0.27507136902332935	0	0.06351627893537931	0.059849640308354976	-0.08359874591558566	-0.009981010599962715
TXNRD1	TXNRD1	TXNRD1	TXNRD1	TXNRD1	-0.0541	1.2333629	1.2433442	1.856175	0.6076539	0.6415098905563354	True	0.5846633071032973	3	-0.05888301255143369	-0.0018162232269707933	0.015363324061194145	0.045794830764557905
TCP11L2	TCP11L2	TCP11L2	TCP11L2	TCP11L2	-0.0099	0.2377657	0.25589904	0.1989353	0.4666539	0.3923657536506653	True	0.6077025576727977	0	-0.022640799304285066	-0.03988904274789778	0.05541293358614738	-0.019263778877567757
TMEM263	TMEM263	TMEM263	TMEM263	TMEM263	-0.0386	0.18410064	0.22865386	0.09971663	0.8774291	0.41870325803756714	True	0.5072732966246899	16	0.11816245265243171	0.09036163555595382	-0.1323090144427221	-0.030197253076965868
UNG	UNG	UNG	UNG	UNG	0.0329	0.17478128	0.30030698	0.36065558	0.16983023	-0.08035647869110107	False	0.37929268234169095	0	-0.03557971069119137	0.03127826158372216	-0.05426843175696794	0.11401294497419942
MVK	MVK	MVK	MVK	MVK	0.0072	0.33578202	0.239287	0.008776158	0.14304692	0.04062080383300781	True	0.3251345826682589	0	-0.007288878625258304	0.0007990173394629153	-0.004755256243906737	0.019862457416527046
FAM222A	FAM222A	FAM222A	FAM222A	FAM222A	-0.1073	0.061161168	0.70954645	1.8509817	0.28235212	0.6024162471294403	True	0.4374194282925662	18	0.16926816650388513	0.27286105324075177	-0.31542435960238874	-0.04466688774783732
IFT81	IFT81	IFT81	IFT81	IFT81	-0.0864	0.257247	0.43825197	0.8630094	0.20406795	0.45102769136428833	True	0.5651175215315134	14	-0.023605176442780998	0.19972672228518565	-0.15894823613693826	-0.01037689948980763
TCTN1	TCTN1	TCTN1	TCTN1	TCTN1	-0.0596	0.07318905	0.3258803	0.45378578	0.15405515	0.21701425313949585	True	0.37090680663686	6	-0.01123112689563347	0.1267682025148515	-0.10644904177753137	0.0020563784354878647
MAPKAPK5	MAPKAPK5	MAPKAPK5	MAPKAPK5	MAPKAPK5	-0.0245	0.20877571	0.20102452	-0.00090107176	0.91263294	-0.8933216333389282	False	0.1285316194994466	0	-0.011992634961716693	0.054231747060490075	-0.042629375836741236	0.0034363135282323163
TRAFD1	TRAFD1	TRAFD1	TRAFD1	TRAFD1	-0.0099	0.087723605	0.19864118	-0.009580443	0.2705682	0.029868364334106445	True	0.2947114082742576	0	0.0642968360961893	-0.04401579676777861	0.01627345832824859	-0.03147677576100361
OAS1	OAS1	OAS1	OAS1	OAS1	-0.053	0.2977373	0.41281816	0.61104417	2.3174126	0.7370498478412628	True	0.8648243249392122	23	0.10127579352581094	-0.15719647079034765	0.11050499696543732	-0.06781846271840483
OAS3	OAS3	OAS3	OAS3	OAS3	0.0417	0.5451049	0.74769706	1.7926456	0.20984417	0.7561846375465393	True	0.8578386938293159	7	0.11286701518720788	-0.24183985843616398	0.17536722441256566	-0.05940534499669007
OAS2	OAS2	OAS2	OAS2	OAS2	-0.0165	0.23210074	0.640743	1.6004204	0.2790575	0.7528342753648758	True	0.785787041238261	0	0.12596714631102376	-0.23704993852678208	0.16599031249385007	-0.06443444309054239
TPCN1	TPCN1	TPCN1	TPCN1	TPCN1	-0.0664	0.25711375	0.37927002	0.648215	0.5924687	0.49078232049942017	True	0.5252403909182017	16	0.10620885956686141	0.08324585447689282	-0.11401093653630028	-0.04366746166994911
SDSL	SDSL	SDSL	SDSL	SDSL	-0.0263	0.15746586	0.24290317	0.15160827	0.06745622	-0.1145637035369873	False	0.2179884750341412	0	-0.022229138152455814	0.11328570684178708	-0.08068464929971052	-0.017276866583419863
DYNLL1	DYNLL1	DYNLL1	DYNLL1	DYNLL1	-0.16	1.9158777	1.3593422	1.1466131	0.033526048	0.3003528118133545	True	0.7536694227590612	7	-0.08416104537069483	0.25867396983617713	-0.1715318243772436	-0.025544490448123777
BCL7A	BCL7A	BCL7A	BCL7A	BCL7A	-0.0467	0.26442313	0.35831454	0.42188057	0.21551943	-0.027233481407165527	False	0.2980611029412124	0	-0.010420067942247454	0.17373375801122842	-0.13982326049673777	-0.01887136562962047
MLXIP	MLXIP	MLXIP	MLXIP	MLXIP	-0.0249	0.49048835	0.28596106	0.17076603	0.36148795	0.3420014977455139	True	0.6273694275361216	9	0.03599666098575065	0.16465267574198827	-0.16991482184054374	0.012247634934917262
HIP1R	HIP1R	HIP1R	HIP1R	HIP1R	-0.0229	0.1813571	0.38192803	0.6578946	0.7396667	-1.4111125469207764	False	0.15750266153474496	0	-0.006803989724305936	0.033033418607838434	-0.020274241320391805	-0.01262544680662151
ARL6IP4	ARL6IP4	ARL6IP4	ARL6IP4	ARL6IP4	0.0303	1.4426389	0.53167605	0.025838172	0.116134964	-0.03147006034851074	False	0.6556261313617602	0	-0.16298331444945893	0.11005058933205518	-0.039633625776982366	0.07911286950111239
BRI3BP	BRI3BP	BRI3BP	BRI3BP	BRI3BP	0.159	0.39790985	0.33445093	0.339058	0.08165218	0.3409543037414551	True	0.5018033038802487	0	-0.054332583511058394	-0.028143001305058767	-0.027902797749451015	0.20361742149646053
ULK1	ULK1	ULK1	ULK1	ULK1	-0.0516	0.2831421	0.31342828	0.26609546	0.30835173	-0.5446420907974243	False	0.5330802463377288	0	0.02947248927582067	0.10817162745655438	-0.1054371672296378	-0.015112817019608026
ZNF84	ZNF84	ZNF84	ZNF84	ZNF84	-0.0484	0.05282194	0.27853474	0.2813677	1.4944838	-0.03774666786193848	False	0.24920189265297565	0	0.006768576536650302	0.12526421247506822	-0.11034009599647655	-0.009450025175044926
ZNF140	ZNF140	ZNF140	ZNF140	ZNF140	-0.0119	0.087266594	0.19537185	-0.021486355	0.77318454	-0.4615527391433716	False	0.1948169389402156	0	0.014715309795791272	0.041709299533811896	-0.038595374478254105	-0.015445735495879976
ZMYM5	ZMYM5	ZMYM5	ZMYM5	ZMYM5	0.0014	0.43931055	0.37820768	0.49092296	0.42995167	-2.6566615104675293	False	0.18492675497249944	0	-0.0028076572807425935	-0.05290465271570687	0.04759441569725629	0.0014729789469413088
GJB2	GJB2	GJB2	GJB2	GJB2	0.0343	0.27682352	0.36149514	0.43291935	0.007813563	-0.012778997421264648	False	0.18058953884117268	0	-0.11623332598147373	-0.18507573659885893	0.21301359005405957	0.03452154053416179
SKA3	SKA3	SKA3	SKA3	SKA3	0.1646	0.1598699	0.3631504	0.5895122	0.40520704	0.6973328292369843	True	0.5741808799608277	11	-0.052280509879474885	-0.034450927829116754	-0.03592710953128676	0.23435176263603402
CENPJ	CENPJ	CENPJ	CENPJ	CENPJ	0.1123	0.1860618	0.5358749	1.2185224	0.3119857	0.6557460427284241	True	0.6287637427648597	14	-0.01561453207148811	-0.004906460725405683	-0.08842190408873976	0.24992423556054738
MTMR6	MTMR6	MTMR6	MTMR6	MTMR6	-0.0465	0.29026103	0.30981606	0.25355864	0.20375395	0.2309277057647705	True	0.5015590953147273	0	0.0012027830372485307	0.07190556665276891	-0.06770156816512078	0.008970034107334069
USP12	USP12	USP12	USP12	USP12	0.0142	0.61209387	0.28345108	-0.003065439	0.7740374	0.1591138243675232	True	0.573406966908903	0	-0.03842160881530081	-0.04114102773431054	0.04322231499676445	0.03490017669988016
CDX2	CDX2	CDX2	CDX2	CDX2	-0.0943	0.10541829	0.7532739	2.0102236	0.017309047	0.09350025653839111	True	0.17855985393134569	0	0.13436148885124471	0.15450623669020253	-0.20227980590636718	-0.01905757976668616
SLC46A3	SLC46A3	SLC46A3	SLC46A3	SLC46A3	-0.012	0.042293806	0.19233802	-0.032534685	0.37322417	0.015410363674163818	True	0.3655845458510097	0	0.046974768710979095	-0.038450475040549034	0.019617601218152047	-0.028372583751405677
SLC7A1	SLC7A1	SLC7A1	SLC7A1	SLC7A1	0.1135	1.2601954	0.72818804	0.66147363	0.9789544	0.27794259786605835	True	0.7819173571723179	16	-0.12233017750677315	-0.21644144727168604	0.21148882053989623	0.11476101479337576
HMGB1	HMGB1	HMGB1	HMGB1	HMGB1	0.149	2.179398	2.0427048	1.0036635	0.018555533	-3.180025577545166	False	0.19558024316390507	0	-0.114307876492901	0.12605054423283626	-0.15326561453272808	0.2586866195503534
HSPH1	HSPH1	HSPH1	HSPH1	HSPH1	0.0364	1.7203499	1.6005058	1.610051	0.12133249	0.2162434458732605	True	0.7035544866057989	9	0.05759702043095666	-0.12006039648408015	0.09060339212393188	-0.04034995930139929
SMAD9	SMAD9	SMAD9	SMAD9	SMAD9	-0.0779	0.010955469	0.77690023	2.0962636	0.42615956	0.7053326964378357	True	0.4797761916586807	0	-0.05034984737080103	0.21496606998852955	-0.1536605131179075	-0.020348042653615665
POSTN	POSTN	POSTN	POSTN	POSTN	-0.0466	0.0042593884	1.4558018	4.5686173	0.64991266	0.7771255373954773	True	0.8266473136888719	0	-0.042712319124087385	0.1250377406021746	-0.0820736233508098	-0.011673221866592696
LINC00598	LINC00598	LINC00598	LINC00598	LINC00598	-0.021	0.012274321	0.3698902	0.61405665	25.589504	0.7310454845428467	True	0.3875626548603984	0	-0.010389056118476908	-0.004585083462644468	0.01423422599390782	-0.011069175275204365
EPSTI1	EPSTI1	EPSTI1	EPSTI1	EPSTI1	-0.0072	0.36431715	1.1261489	3.0867746	0.78343886	0.8840608969330788	True	0.8732460340639558	0	0.12029636501301026	-0.25607015220591683	0.19272833307588372	-0.08133874526221611
TSC22D1	TSC22D1	TSC22D1	TSC22D1	TSC22D1	0.0455	1.5936562	1.921206	2.1480944	0.13896544	-4.250138282775879	False	0.5254688412820991	0	-0.11683046607818004	-0.11558481175683466	0.1865391023362526	-0.050512236492670275
CAB39L	CAB39L	CAB39L	CAB39L	CAB39L	-0.0278	0.18205337	0.26004413	0.21403041	0.90717	-0.41673851013183594	False	0.3796037687490603	0	-0.03751656731234707	-0.03271679591826312	0.06007361038261898	-0.026214997554553282
DIAPH3	DIAPH3	DIAPH3	DIAPH3	DIAPH3	0.1951	0.26718256	0.72592187	1.6977215	1.7711183	0.7864442020654678	True	0.6279224456391952	10	-0.05378872310072467	-0.022403737440030894	-0.06616626574779834	0.2847807789728994
DACH1	DACH1	DACH1	DACH1	DACH1	-0.1357	0.089762874	1.1768893	3.5529027	4.5461793	0.9118754416704178	True	0.724871413387915	25	0.05117975828662293	0.37663372908668274	-0.33975310894012295	-0.05044881703568018
MZT1	MZT1	MZT1	MZT1	MZT1	0.1216	0.97246647	0.98313147	1.3732224	0.029121483	0.476812481880188	True	0.4130817605750838	16	-0.08031742110615997	-0.06745054298601963	0.029318763496240793	0.1831561428699719
MYCBP2	MYCBP2	MYCBP2	MYCBP2	MYCBP2	0.0146	1.0048472	0.49815857	0.2362022	0.7567414	-0.20881283283233643	False	0.6294023491414668	0	0.17605351596803953	-0.07422774059727359	-0.016305020110479216	-0.03674747224551103
SPRY2	SPRY2	SPRY2	SPRY2	SPRY2	0.0077	0.21009047	0.19300316	-0.03011244	0.2690515	-0.1123284101486206	False	0.3754085591549526	0	-0.005327189772917648	0.06232279960311357	-0.061198350279962246	0.022614789154507275
SLITRK6	SLITRK6	SLITRK6	SLITRK6	SLITRK6	-0.0397	0.3874109	0.947118	2.4654183	0.034642175	-0.07082784175872803	False	0.33230483326953597	0	-0.07109378637696688	0.020742332883064794	0.036538518412524645	-0.0389670564979247
ABCC4	ABCC4	ABCC4	ABCC4	ABCC4	0.0221	0.25195226	0.50026095	1.0888274	2.0075033	0.8232737481594086	True	0.78441331846268	18	-0.10365601758575496	-0.17476912425095495	0.22165722086751236	-0.026249191052759677
TMTC4	TMTC4	TMTC4	TMTC4	TMTC4	-0.0727	0.13351043	0.37250474	0.6235779	0.52740294	-0.6627922058105469	False	0.43774099547984435	0	-0.008315528906766156	0.16684838512457315	-0.13319821730832676	-0.023087105224797615
TEX30	TEX30	TEX30	TEX30	TEX30	0.094	0.25099972	0.26608965	0.23604643	0.059630234	0.15804970264434814	True	0.3733813225169131	3	-0.0285215941787888	0.017362525264012413	-0.08345518215911689	0.20671592442562864
EFNB2	EFNB2	EFNB2	EFNB2	EFNB2	0.0533	0.41775197	0.37863195	0.4923954	0.46308643	0.5042226016521454	True	0.6906391275491738	8	-0.029609050285370014	-0.06404789976535852	0.06797458874283618	0.011734069862697025
ARGLU1	ARGLU1	ARGLU1	ARGLU1	ARGLU1	-0.0284	1.5265936	0.70143783	0.46474153	0.15229127	-0.35059916973114014	False	0.30802721513546466	0	-0.015614991256512787	0.030222856059689992	-0.0290300646844492	0.02701735346536705
LIG4	LIG4	LIG4	LIG4	LIG4	-0.0505	0.31460747	0.2405534	0.013171373	0.08873521	-0.28490638732910156	False	0.19505156168192367	0	0.036121480937717027	-0.012733109450590196	0.011414473615021908	-0.04937698213870785
IRS2	IRS2	IRS2	IRS2	IRS2	-0.021	0.25294775	0.42041522	0.7980533	0.49762055	0.6094471514225006	True	0.7013310514622108	6	0.0015991591114815303	-0.06799445747067732	0.06693413408139129	-0.019378328524794933
COL4A1	COL4A1	COL4A1	COL4A1	COL4A1	0.0139	0.0047492213	0.7184534	1.8834181	0.31225935	0.163105309009552	True	0.28718309641655454	0	0.02329022062153728	0.011269192608630355	-0.025747521068703653	0.007459305504413178
ZMYM2	ZMYM2	ZMYM2	ZMYM2	ZMYM2	-0.1135	0.7106302	0.3352509	0.1972972	1.4989612	-0.6310136318206787	False	0.6291262599029819	0	-0.000973083918253196	0.13598598791404634	-0.09920065565905413	-0.04976370951867537
FGF9	FGF9	FGF9	FGF9	FGF9	0.0323	0.17592248	0.28445908	0.3029423	0.37337187	0.4429882764816284	True	0.7122823391047567	11	-0.05656950636762481	0.0323707383583552	-0.009415359940835664	0.02942421009037594
RASL11A	RASL11A	RASL11A	RASL11A	RASL11A	-0.0041	0.062326636	0.68205017	1.7508487	0.04153386	0.13759517669677734	True	0.28445652357931384	0	-0.04166160866860548	-0.01956779252643574	0.04251039043949506	-0.005878877399224073
POMP	POMP	POMP	POMP	POMP	-0.0586	3.1898777	1.6413621	0.8296478	0.03757419	0.1988118290901184	True	0.7279417117110398	8	-0.007510563902673456	-0.2921620278939766	0.2808207063823195	-0.047052536340234825
MTUS2	MTUS2	MTUS2	MTUS2	MTUS2	-0.0274	0.013575635	0.5033885	1.1002171	1.9815315	0.2609485387802124	True	0.24207937412135141	0	-0.010330016806978478	0.0318920759690193	-0.01790940598432468	-0.01120120339067177
FRY	FRY	FRY	FRY	FRY	-0.0219	0.43482527	0.32315984	0.29987046	6.32824	0.6008957326412201	True	0.748211101026904	15	-0.010185842682491751	-0.12122085351178241	0.11950892916316802	-0.017333150012956926
BRCA2	BRCA2	BRCA2	BRCA2	BRCA2	0.2163	0.48072693	1.3716289	3.9387527	0.2270222	0.904708206653595	True	0.6703556977995417	9	-0.04993235215515667	-0.05728554211702971	-0.06476236169456127	0.35196501847225864
PDS5B	PDS5B	PDS5B	PDS5B	PDS5B	0.0215	0.6225667	0.30356064	0.074718624	1.2255944	0.48554766178131104	True	0.7496973390359549	16	-0.07629018908830576	0.021073014925046218	-0.019594837502106388	0.10581277367388797
