Cluster	comparison	change	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0019083	viral transcription	12/187	177/18670	2.29273870225312e-07	5.45862872694764e-05	4.86100828363667e-05	RPL41/JUN/RPL36/ZFP36/RPL31/RPS10/IFITM3/RPS4Y1/RPS29/RPL36A/RPL17/RPS17	12
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0046688	response to copper ion	7/187	44/18670	2.53217722816153e-07	5.56494641604423e-05	4.95568612183516e-05	MT1M/MT1F/MT1X/MT1H/MT1E/MT2A/MT1G	7
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0070972	protein localization to endoplasmic reticulum	11/187	147/18670	2.74922029557028e-07	5.61037313174593e-05	4.99613943939352e-05	RPL41/KDELR2/RPL36/KDELR3/RPL31/RPS10/RPS4Y1/RPS29/RPL36A/RPL17/RPS17	11
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0046596	regulation of viral entry into host cell	6/187	30/18670	4.53001163621734e-07	8.62816216311528e-05	7.68353552613144e-05	TMPRSS2/IFITM2/CD74/LGALS9/IFITM3/GSN	6
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0019080	viral gene expression	12/187	191/18670	5.20800555701201e-07	9.29954492273957e-05	8.28141409953818e-05	RPL41/JUN/RPL36/ZFP36/RPL31/RPS10/IFITM3/RPS4Y1/RPS29/RPL36A/RPL17/RPS17	12
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0006614	SRP-dependent cotranslational protein targeting to membrane	9/187	105/18670	1.09985746932002e-06	0.000184840752343958	0.000164604055934767	RPL41/RPL36/RPL31/RPS10/RPS4Y1/RPS29/RPL36A/RPL17/RPS17	9
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0046916	cellular transition metal ion homeostasis	9/187	108/18670	1.39518985724849e-06	0.000221447634564386	0.000197203151167814	SLC39A8/LCN2/MT1M/MT1F/MT1X/MT1H/MT1E/MT2A/MT1G	9
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0006613	cotranslational protein targeting to membrane	9/187	109/18670	1.5077605420137e-06	0.000226719572028061	0.000201897907481835	RPL41/RPL36/RPL31/RPS10/RPS4Y1/RPS29/RPL36A/RPL17/RPS17	9
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0060326	cell chemotaxis	14/187	304/18670	2.4393290998056e-06	0.000338489525432051	0.000301431086332468	TRPM4/NR4A1/HBEGF/HSPB1/CD74/LGALS9/CXCL3/DUSP1/CCL15/TMSB4X/C10orf99/SLC12A2/CCL20/LGALS3	14
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0016266	O-glycan processing	7/187	61/18670	2.49752414928347e-06	0.000338489525432051	0.000301431086332468	GALNT7/GALNT12/GALNT5/MUC4/MUC1/MUC5AC/MUC2	7
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0006401	RNA catabolic process	16/187	397/18670	2.60649967081033e-06	0.000338489525432051	0.000301431086332468	RPL41/PSMB9/PSME2/HSPB1/RPL36/ERN2/ZFP36/HSPA1A/RPL31/ZFP36L1/RPS10/RPS4Y1/RPS29/RPL36A/RPL17/RPS17	16
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0045047	protein targeting to ER	9/187	118/18670	2.92694028376937e-06	0.000363576886553438	0.000323771838254946	RPL41/RPL36/RPL31/RPS10/RPS4Y1/RPS29/RPL36A/RPL17/RPS17	9
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	9/187	120/18670	3.36492798208578e-06	0.000400566635200795	0.000356711883013216	RPL41/RPL36/RPL31/RPS10/RPS4Y1/RPS29/RPL36A/RPL17/RPS17	9
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0072599	establishment of protein localization to endoplasmic reticulum	9/187	122/18670	3.85811082453692e-06	0.000440904905028079	0.000392633846859189	RPL41/RPL36/RPL31/RPS10/RPS4Y1/RPS29/RPL36A/RPL17/RPS17	9
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0006402	mRNA catabolic process	15/187	364/18670	4.14064134892414e-06	0.000454992782072165	0.000405179357908893	RPL41/PSMB9/PSME2/HSPB1/RPL36/ZFP36/HSPA1A/RPL31/ZFP36L1/RPS10/RPS4Y1/RPS29/RPL36A/RPL17/RPS17	15
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0032530	regulation of microvillus organization	4/187	13/18670	6.49338122242917e-06	0.000687095931573338	0.000611871439166133	CDHR5/ATP8B1/KLF5/RAP1GAP	4
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0055076	transition metal ion homeostasis	9/187	131/18670	6.92284006384644e-06	0.000706376930800331	0.000629041520087099	SLC39A8/LCN2/MT1M/MT1F/MT1X/MT1H/MT1E/MT2A/MT1G	9
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0071356	cellular response to tumor necrosis factor	13/187	291/18670	7.82861530296801e-06	0.000752869876696632	0.000670444335049927	PSMB9/ASS1/PSME2/PCK1/ZFP36/CCL15/NFKBIA/HSPA1A/TMSB4X/ZFP36L1/KRT18/LCN2/CCL20	13
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0000956	nuclear-transcribed mRNA catabolic process	11/187	207/18670	7.90552898176372e-06	0.000752869876696632	0.000670444335049927	RPL41/RPL36/ZFP36/RPL31/ZFP36L1/RPS10/RPS4Y1/RPS29/RPL36A/RPL17/RPS17	11
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0006119	oxidative phosphorylation	9/187	145/18670	1.57426207452715e-05	0.00145086024094324	0.00129201746490055	COX7C/NDUFA1/UQCR11/NDUFA7/NDUFA13/NDUFB1/NUPR1/ATP5ME/CHCHD10	9
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0034612	response to tumor necrosis factor	13/187	312/18670	1.64400753997408e-05	0.00146779048178311	0.00130709415267018	PSMB9/ASS1/PSME2/PCK1/ZFP36/CCL15/NFKBIA/HSPA1A/TMSB4X/ZFP36L1/KRT18/LCN2/CCL20	13
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0010038	response to metal ion	14/187	364/18670	1.89565772771011e-05	0.00164118003880842	0.00146150071064604	JUN/ASS1/DUSP1/TXNIP/FOSB/GSN/CA2/MT1M/MT1F/MT1X/MT1H/MT1E/MT2A/MT1G	14
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0071248	cellular response to metal ion	10/187	190/18670	2.2369023480851e-05	0.0018796558848468	0.00167386779421724	JUN/FOSB/GSN/MT1M/MT1F/MT1X/MT1H/MT1E/MT2A/MT1G	10
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:1903706	regulation of hemopoiesis	16/187	475/18670	2.45189818590434e-05	0.00200144946203677	0.00178232719258069	JUN/PSMB9/PSME2/CD74/LGALS9/ZFP36/TMEM176B/TCIM/NFKBIA/HSPA1A/TMEM176A/IRF1/ZFP36L1/HES1/LGALS3/CA2	16
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0006413	translational initiation	10/187	193/18670	2.55931096985476e-05	0.00203109762246529	0.00180872941933887	RPL41/HSPB1/RPL36/RPL31/RPS10/RPS4Y1/RPS29/RPL36A/RPL17/RPS17	10
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0046718	viral entry into host cell	8/187	121/18670	2.99080244762729e-05	0.00230938448455978	0.00205654893767146	TMPRSS2/ANPEP/IFITM2/CD74/LGALS9/HSPA1A/IFITM3/GSN	8
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0034341	response to interferon-gamma	10/187	199/18670	3.32514961429112e-05	0.00249998748632361	0.00222628438164588	ASS1/IFITM2/LGALS9/CCL15/IRF1/CCL20/HLA-B/IFITM3/GSN/MT2A	10
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0043620	regulation of DNA-templated transcription in response to stress	8/187	127/18670	4.23400934226771e-05	0.00310168325406637	0.00276210541977356	JUN/PSMB9/PSME2/TCIM/HSPA1A/MUC1/ATF3/CREB3L1	8
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0002758	innate immune response-activating signal transduction	12/187	298/18670	4.87025271806907e-05	0.00347857800388084	0.00309773705778236	PSMB9/PSME2/DDX60/IFIH1/CTSS/MUC4/NFKBIA/HSPA1A/IRF1/MUC1/MUC5AC/MUC2	12
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0030260	entry into host cell	8/187	134/18670	6.20235660823996e-05	0.00395606086481315	0.00352294424046327	TMPRSS2/ANPEP/IFITM2/CD74/LGALS9/HSPA1A/IFITM3/GSN	8
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0044409	entry into host	8/187	134/18670	6.20235660823996e-05	0.00395606086481315	0.00352294424046327	TMPRSS2/ANPEP/IFITM2/CD74/LGALS9/HSPA1A/IFITM3/GSN	8
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0051806	entry into cell of other organism involved in symbiotic interaction	8/187	134/18670	6.20235660823996e-05	0.00395606086481315	0.00352294424046327	TMPRSS2/ANPEP/IFITM2/CD74/LGALS9/HSPA1A/IFITM3/GSN	8
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0051828	entry into other organism involved in symbiotic interaction	8/187	134/18670	6.20235660823996e-05	0.00395606086481315	0.00352294424046327	TMPRSS2/ANPEP/IFITM2/CD74/LGALS9/HSPA1A/IFITM3/GSN	8
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:2001233	regulation of apoptotic signaling pathway	14/187	406/18670	6.23110741745158e-05	0.00395606086481315	0.00352294424046327	HSPB1/CD74/LGALS9/TNFSF10/NDUFA13/HSPA1A/NUPR1/ITM2C/LGALS3/CHCHD10/MUC1/GSN/ATF3/CREB3L1	14
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0071241	cellular response to inorganic substance	10/187	217/18670	6.90310202019209e-05	0.00428742662428018	0.00381803148347924	JUN/FOSB/GSN/MT1M/MT1F/MT1X/MT1H/MT1E/MT2A/MT1G	10
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0032528	microvillus organization	4/187	24/18670	8.85260922034337e-05	0.00524091852074448	0.00466713338048354	CDHR5/ATP8B1/KLF5/RAP1GAP	4
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0030595	leukocyte chemotaxis	10/187	224/18670	8.98862469431149e-05	0.00524091852074448	0.00466713338048354	TRPM4/CD74/LGALS9/CXCL3/DUSP1/CCL15/C10orf99/SLC12A2/CCL20/LGALS3	10
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0097191	extrinsic apoptotic signaling pathway	10/187	224/18670	8.98862469431149e-05	0.00524091852074448	0.00466713338048354	IFI27/TNFSF10/NDUFA13/HSPA1A/ITM2C/KRT18/LCN2/GABARAP/LGALS3/ATF3	10
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0002218	activation of innate immune response	12/187	319/18670	9.33155383115584e-05	0.00533204985912245	0.00474828749682183	PSMB9/PSME2/DDX60/IFIH1/CTSS/MUC4/NFKBIA/HSPA1A/IRF1/MUC1/MUC5AC/MUC2	12
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0045657	positive regulation of monocyte differentiation	3/187	10/18670	0.000112672378544849	0.00625881475221753	0.00557358851062387	JUN/CD74/ZFP36L1	3
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0006493	protein O-linked glycosylation	7/187	109/18670	0.000113916124296574	0.00625881475221753	0.00557358851062387	GALNT7/GALNT12/GALNT5/MUC4/MUC1/MUC5AC/MUC2	7
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0090150	establishment of protein localization to membrane	12/187	332/18670	0.000135785796583393	0.00731962303469349	0.00651825760361592	RPL41/RPL36/NDUFA13/AMN/RPL31/KRT18/RPS10/RPS4Y1/RPS29/RPL36A/RPL17/RPS17	12
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0035456	response to interferon-beta	4/187	28/18670	0.000165322806692271	0.00874680108740402	0.00778918564863973	IFITM2/NDUFA13/IRF1/IFITM3	4
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:1903707	negative regulation of hemopoiesis	8/187	155/18670	0.000171311443429018	0.00889885079775825	0.0079245886845538	CD74/ZFP36/TMEM176B/NFKBIA/TMEM176A/IRF1/ZFP36L1/HES1	8
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:2001198	regulation of dendritic cell differentiation	3/187	12/18670	0.000203533530808197	0.0102991305472724	0.00917156330075986	LGALS9/TMEM176B/TMEM176A	3
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0006612	protein targeting to membrane	9/187	202/18670	0.0002054779283145	0.0102991305472724	0.00917156330075986	RPL41/RPL36/RPL31/RPS10/RPS4Y1/RPS29/RPL36A/RPL17/RPS17	9
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0009101	glycoprotein biosynthetic process	12/187	348/18670	0.000209935321784142	0.0103279772164456	0.00919725178495995	UGDH/GALNT7/HBEGF/BACE2/GALNT12/GALNT5/MUC4/ITM2C/MUC1/MUC5AC/ST6GALNAC1/MUC2	12
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0045926	negative regulation of growth	10/187	249/18670	0.000213283393689286	0.0103279772164456	0.00919725178495995	PLAC8/NDUFA13/HSPA1A/MT1M/MT1F/MT1X/MT1H/MT1E/MT2A/MT1G	10
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0043618	regulation of transcription from RNA polymerase II promoter in response to stress	7/187	121/18670	0.000218290031620932	0.0103942436723501	0.00925626327066304	JUN/PSMB9/PSME2/HSPA1A/MUC1/ATF3/CREB3L1	7
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0050792	regulation of viral process	9/187	208/18670	0.000255409413851799	0.0119623720553211	0.0106527101515064	JUN/TMPRSS2/IFI27/IFITM2/CD74/LGALS9/ZFP36/IFITM3/GSN	9
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0046034	ATP metabolic process	11/187	305/18670	0.000263158442301286	0.0121265108008835	0.0107988786934161	COX7C/NDUFA1/UQCR11/NDUFA7/NDUFA13/NDUFB1/HSPA1A/NUPR1/TMSB4X/ATP5ME/CHCHD10	11
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0098754	detoxification	7/187	131/18670	0.000354841920459503	0.0160917994722667	0.0143300404636695	MT1M/MT1F/MT1X/MT1H/MT1E/MT2A/MT1G	7
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0006986	response to unfolded protein	8/187	176/18670	0.000405235796604454	0.0173612421391005	0.0154605022751896	WIPI1/HSPB1/ERN2/KDELR3/HSPA1A/ATF3/CREB3L1/AGR2	8
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0046683	response to organophosphorus	7/187	134/18670	0.000406987829322994	0.0173612421391005	0.0154605022751896	TRPM4/JUN/ASS1/PCK1/DUSP1/ZFP36L1/FOSB	7
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0010561	negative regulation of glycoprotein biosynthetic process	3/187	15/18670	0.000411719541595655	0.0173612421391005	0.0154605022751896	HBEGF/BACE2/ITM2C	3
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0043903	regulation of symbiosis, encompassing mutualism through parasitism	9/187	222/18670	0.000411978194238805	0.0173612421391005	0.0154605022751896	JUN/TMPRSS2/IFI27/IFITM2/CD74/LGALS9/ZFP36/IFITM3/GSN	9
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0009123	nucleoside monophosphate metabolic process	12/187	375/18670	0.000413218223821782	0.0173612421391005	0.0154605022751896	COX7C/NDUFA1/ENTPD8/UQCR11/NDUFA7/NDUFA13/NDUFB1/HSPA1A/NUPR1/TMSB4X/ATP5ME/CHCHD10	12
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0042775	mitochondrial ATP synthesis coupled electron transport	6/187	97/18670	0.000432856339594111	0.017655606021659	0.0157226386730099	COX7C/NDUFA1/UQCR11/NDUFA7/NDUFA13/NDUFB1	6
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0051591	response to cAMP	6/187	97/18670	0.000432856339594111	0.017655606021659	0.0157226386730099	JUN/ASS1/PCK1/DUSP1/ZFP36L1/FOSB	6
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0030224	monocyte differentiation	4/187	36/18670	0.000446812447920386	0.017655606021659	0.0157226386730099	JUN/CD74/ZFP36L1/MT1G	4
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:1903131	mononuclear cell differentiation	4/187	36/18670	0.000446812447920386	0.017655606021659	0.0157226386730099	JUN/CD74/ZFP36L1/MT1G	4
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0042773	ATP synthesis coupled electron transport	6/187	98/18670	0.000457303061114023	0.017655606021659	0.0157226386730099	COX7C/NDUFA1/UQCR11/NDUFA7/NDUFA13/NDUFB1	6
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:2001243	negative regulation of intrinsic apoptotic signaling pathway	6/187	98/18670	0.000457303061114023	0.017655606021659	0.0157226386730099	HSPB1/CD74/NDUFA13/HSPA1A/MUC1/CREB3L1	6
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0071346	cellular response to interferon-gamma	8/187	180/18670	0.000470632859328843	0.0178941404583175	0.0159350579325953	ASS1/LGALS9/CCL15/IRF1/CCL20/HLA-B/GSN/MT2A	8
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0045089	positive regulation of innate immune response	12/187	381/18670	0.000476007936588076	0.0178941404583175	0.0159350579325953	PSMB9/PSME2/DDX60/IFIH1/CTSS/MUC4/NFKBIA/HSPA1A/IRF1/MUC1/MUC5AC/MUC2	12
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0030033	microvillus assembly	3/187	16/18670	0.000503006241503497	0.0186590712662533	0.0166162427465447	ATP8B1/KLF5/RAP1GAP	3
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0002181	cytoplasmic translation	6/187	100/18670	0.00050941811647454	0.0186590712662533	0.0166162427465447	RPL41/RPL36/RPL31/RPS29/RPL36A/RPL17	6
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0034620	cellular response to unfolded protein	7/187	140/18670	0.00052962619774878	0.0191536967970666	0.0170567157889247	WIPI1/ERN2/KDELR3/HSPA1A/ATF3/CREB3L1/AGR2	7
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0009205	purine ribonucleoside triphosphate metabolic process	11/187	335/18670	0.000579919562832661	0.0206184435052652	0.0183610994057904	COX7C/NDUFA1/UQCR11/NDUFA7/NDUFA13/NDUFB1/HSPA1A/NUPR1/TMSB4X/ATP5ME/CHCHD10	11
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0022900	electron transport chain	8/187	186/18670	0.000584562101479342	0.0206184435052652	0.0183610994057904	COX7C/NDUFA1/UQCR11/NDUFA7/NDUFA13/NDUFB1/SH3BGRL3/C15orf48	8
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0045088	regulation of innate immune response	13/187	452/18670	0.000654064726441337	0.0225609998435719	0.0200909811992386	PSMB9/PSME2/DDX60/IFIH1/CTSS/LGALS9/MUC4/NFKBIA/HSPA1A/IRF1/MUC1/MUC5AC/MUC2	13
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0009167	purine ribonucleoside monophosphate metabolic process	11/187	340/18670	0.000655429816946612	0.0225609998435719	0.0200909811992386	COX7C/NDUFA1/UQCR11/NDUFA7/NDUFA13/NDUFB1/HSPA1A/NUPR1/TMSB4X/ATP5ME/CHCHD10	11
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0009126	purine nucleoside monophosphate metabolic process	11/187	341/18670	0.000671474683632646	0.0225694490722173	0.0200985053912087	COX7C/NDUFA1/UQCR11/NDUFA7/NDUFA13/NDUFB1/HSPA1A/NUPR1/TMSB4X/ATP5ME/CHCHD10	11
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0009199	ribonucleoside triphosphate metabolic process	11/187	341/18670	0.000671474683632646	0.0225694490722173	0.0200985053912087	COX7C/NDUFA1/UQCR11/NDUFA7/NDUFA13/NDUFB1/HSPA1A/NUPR1/TMSB4X/ATP5ME/CHCHD10	11
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0009144	purine nucleoside triphosphate metabolic process	11/187	342/18670	0.000687845567761176	0.0228508696173684	0.020349115511368	COX7C/NDUFA1/UQCR11/NDUFA7/NDUFA13/NDUFB1/HSPA1A/NUPR1/TMSB4X/ATP5ME/CHCHD10	11
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:1903019	negative regulation of glycoprotein metabolic process	3/187	18/18670	0.000722221720276615	0.0237170971819574	0.0211205069317432	HBEGF/BACE2/ITM2C	3
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0014074	response to purine-containing compound	7/187	149/18670	0.000766979329492065	0.0246208982512228	0.021925358242251	TRPM4/JUN/ASS1/PCK1/DUSP1/ZFP36L1/FOSB	7
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:1903900	regulation of viral life cycle	7/187	149/18670	0.000766979329492065	0.0246208982512228	0.021925358242251	TMPRSS2/IFI27/IFITM2/CD74/LGALS9/IFITM3/GSN	7
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0046597	negative regulation of viral entry into host cell	3/187	19/18670	0.000851341778190332	0.0270253717809975	0.0240665857062694	IFITM2/IFITM3/GSN	3
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0032677	regulation of interleukin-8 production	5/187	74/18670	0.000880095622190253	0.0276311339845885	0.0246060279795702	CD74/LGALS9/HSPA1A/TMSB4X/KLF4	5
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0035966	response to topologically incorrect protein	8/187	199/18670	0.000908406013587872	0.0280062890644271	0.0249401104097859	WIPI1/HSPB1/ERN2/KDELR3/HSPA1A/ATF3/CREB3L1/AGR2	8
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0009161	ribonucleoside monophosphate metabolic process	11/187	354/18670	0.000911650291561681	0.0280062890644271	0.0249401104097859	COX7C/NDUFA1/UQCR11/NDUFA7/NDUFA13/NDUFB1/HSPA1A/NUPR1/TMSB4X/ATP5ME/CHCHD10	11
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0002223	stimulatory C-type lectin receptor signaling pathway	6/187	113/18670	0.000970206270375125	0.0294880778134227	0.0262596702743189	PSMB9/PSME2/MUC4/MUC1/MUC5AC/MUC2	6
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0045655	regulation of monocyte differentiation	3/187	20/18670	0.000994228745551679	0.0299001213267489	0.0266266025262981	JUN/CD74/ZFP36L1	3
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0009100	glycoprotein metabolic process	12/187	419/18670	0.00109027951471691	0.0321644238370575	0.0286430051449507	UGDH/GALNT7/HBEGF/BACE2/GALNT12/GALNT5/MUC4/ITM2C/MUC1/MUC5AC/ST6GALNAC1/MUC2	12
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0009141	nucleoside triphosphate metabolic process	11/187	362/18670	0.00109203679110766	0.0321644238370575	0.0286430051449507	COX7C/NDUFA1/UQCR11/NDUFA7/NDUFA13/NDUFB1/HSPA1A/NUPR1/TMSB4X/ATP5ME/CHCHD10	11
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0002220	innate immune response activating cell surface receptor signaling pathway	6/187	116/18670	0.00111167534697981	0.0324087394522583	0.028860572649304	PSMB9/PSME2/MUC4/MUC1/MUC5AC/MUC2	6
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0030277	maintenance of gastrointestinal epithelium	3/187	21/18670	0.00115142569159246	0.032783309903237	0.0291941344568737	MUC4/TFF3/MUC2	3
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0071498	cellular response to fluid shear stress	3/187	21/18670	0.00115142569159246	0.032783309903237	0.0291941344568737	ASS1/CA2/KLF4	3
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0022904	respiratory electron transport chain	6/187	117/18670	0.00116218190066175	0.032783309903237	0.0291941344568737	COX7C/NDUFA1/UQCR11/NDUFA7/NDUFA13/NDUFB1	6
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0070555	response to interleukin-1	8/187	207/18670	0.00117042268467979	0.032783309903237	0.0291941344568737	PSMB9/PSME2/PCK1/LGALS9/CCL15/NFKBIA/LCN2/CCL20	8
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0035967	cellular response to topologically incorrect protein	7/187	161/18670	0.00120636488155229	0.0334619851125718	0.0297985070895441	WIPI1/ERN2/KDELR3/HSPA1A/ATF3/CREB3L1/AGR2	7
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0051701	interaction with host	8/187	209/18670	0.00124453116948322	0.0340222436948344	0.0302974275594255	TMPRSS2/ANPEP/IFITM2/CD74/LGALS9/HSPA1A/IFITM3/GSN	8
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0031960	response to corticosteroid	7/187	162/18670	0.0012503799747839	0.0340222436948344	0.0302974275594255	ENG/ASS1/PCK1/ZFP36/DUSP1/ZFP36L1/FOSB	7
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0030968	endoplasmic reticulum unfolded protein response	6/187	121/18670	0.0013820048346323	0.0369792549625185	0.0329306999408313	WIPI1/ERN2/KDELR3/ATF3/CREB3L1/AGR2	6
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:2001242	regulation of intrinsic apoptotic signaling pathway	7/187	165/18670	0.00139001319673327	0.0369792549625185	0.0329306999408313	HSPB1/CD74/NDUFA13/HSPA1A/NUPR1/MUC1/CREB3L1	7
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0032637	interleukin-8 production	5/187	82/18670	0.00139788573186979	0.0369792549625185	0.0329306999408313	CD74/LGALS9/HSPA1A/TMSB4X/KLF4	5
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0006605	protein targeting	12/187	432/18670	0.00141308717616497	0.0370384409385626	0.0329834061302823	RPL41/RPL36/NDUFA13/RAB27A/RPL31/GABARAP/RPS10/RPS4Y1/RPS29/RPL36A/RPL17/RPS17	12
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0050900	leukocyte migration	13/187	499/18670	0.00160195685251701	0.0416071884331008	0.0370519589716135	SPNS2/TRPM4/CD74/LGALS9/CD9/CXCL3/DUSP1/CCL15/C10orf99/SLC12A2/CCL20/LGALS3/CEACAM5	13
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0009615	response to virus	10/187	326/18670	0.00170498644542298	0.0437224565218763	0.038935643723956	HSPB1/DDX60/IFI27/IFITM2/IFIH1/LGALS9/EEF1G/IRF1/LCN2/IFITM3	10
early_EEC_vs_goblet.down	early_EEC_vs_goblet	down	GO:0032897	negative regulation of viral transcription	3/187	24/18670	0.00171400599595735	0.0437224565218763	0.038935643723956	JUN/ZFP36/IFITM3	3
