Cluster	comparison	change	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-5620924	Intraflagellar transport	14/572	54/10654	6.23284669095637e-07	4.75773964076336e-05	3.97152617220238e-05	CLUAP1/DYNC2H1/DYNLL1/HSPB11/IFT22/IFT57/IFT81/IFT88/KIF3A/KIF3B/KIFAP3/TNPO1/TUBA1A/TUBB2B	14
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-5620912	Anchoring of the basal body to the plasma membrane	19/572	98/10654	8.85447969219366e-07	6.33648702972609e-05	5.28938655296832e-05	AKAP9/CEP97/CETN2/CKAP5/CNTRL/DCTN2/DCTN3/DYNC1H1/DYNC1I2/DYNLL1/NPHP1/PCM1/RAB11A/RAB3IP/TMEM67/TUBA1A/TUBB/YWHAE/YWHAG	19
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-6807070	PTEN Regulation	23/572	140/10654	1.3947082323991e-06	9.39377015351157e-05	7.84145557286924e-05	AGO1/CBX6/CHD4/CSNK2A1/HDAC2/HDAC5/KDM1A/LAMTOR2/MKRN1/PHC2/PSMB1/PSMB3/PSMB4/PSMC5/PSMD2/PSMD4/RBBP4/RNF146/RRAGA/SUZ12/TNKS2/TNRC6B/UBB	23
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-72163	mRNA Splicing - Major Pathway	27/572	183/10654	1.5302056792147e-06	9.73380834833794e-05	8.12530267091781e-05	DDX5/DHX9/ELAVL1/FUS/HNRNPA0/HNRNPA1/HNRNPA3/HNRNPH1/HNRNPH2/HNRNPK/HNRNPR/HNRNPU/HNRNPUL1/HSPA8/PRPF40A/RBMX/SF1/SF3B1/SLU7/SNRNP70/SNRPD3/SRRM2/SRSF5/SRSF6/SRSF9/U2SURP/WBP4	27
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-3700989	Transcriptional Regulation by TP53	42/572	365/10654	2.20946472039403e-06	0.000133149321307956	0.000111146480117328	AGO1/ARID3A/BNIP3L/BRD7/CASP6/CDK13/CDKN2A/CHD4/CNOT7/CSNK2A1/E2F7/EHMT1/EHMT2/EP300/GLS/HDAC2/JMY/LAMTOR2/MDM2/NELFCD/PCBP4/PERP/PRDX1/PRDX2/PRMT1/RBBP4/RRAGA/SSRP1/SUPT4H1/TAF11/TAF15/TAF7/TFDP2/TNRC6B/TP53BP2/TP53I3/TP53INP1/TXNRD1/UBB/YWHAE/YWHAG/YWHAQ	42
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-68877	Mitotic Prometaphase	28/572	200/10654	2.83637641981246e-06	0.000162382550034263	0.000135548936273143	AKAP9/CETN2/CKAP5/CNTRL/CSNK2A1/DCTN2/DCTN3/DYNC1H1/DYNC1I2/DYNC1LI2/DYNLL1/HDAC8/MAD1L1/NME7/NUMA1/PCM1/PDS5B/RAD21/RANBP2/SMC2/STAG2/TAOK1/TUBA1A/TUBB/TUBB2B/XPO1/YWHAE/YWHAG	28
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-389960	Formation of tubulin folding intermediates by CCT/TriC	9/572	25/10654	3.27691963380493e-06	0.000176186393620988	0.000147071703431723	CCT2/CCT3/CCT4/CCT5/CCT6A/CCT7/CCT8/TUBA1A/TUBB2B	9
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-2565942	Regulation of PLK1 Activity at G2/M Transition	17/572	88/10654	3.49883005695303e-06	0.000176186393620988	0.000147071703431723	AKAP9/CETN2/CKAP5/CNTRL/DCTN2/DCTN3/DYNC1H1/DYNC1I2/DYNLL1/PCM1/PPP1CB/SKP1/TUBA1A/TUBB/UBB/YWHAE/YWHAG	17
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-72172	mRNA Splicing	27/572	191/10654	3.53911533037792e-06	0.000176186393620988	0.000147071703431723	DDX5/DHX9/ELAVL1/FUS/HNRNPA0/HNRNPA1/HNRNPA3/HNRNPH1/HNRNPH2/HNRNPK/HNRNPR/HNRNPU/HNRNPUL1/HSPA8/PRPF40A/RBMX/SF1/SF3B1/SLU7/SNRNP70/SNRPD3/SRRM2/SRSF5/SRSF6/SRSF9/U2SURP/WBP4	27
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-3108232	SUMO E3 ligases SUMOylate target proteins	26/572	182/10654	4.40097249189191e-06	0.00020996306263401	0.000175266799238502	CDKN2A/CETN2/DDX17/DDX5/DNMT3A/EP300/HDAC2/HERC2/HNRNPK/MDM2/PARP1/PCGF2/PHC2/RAD21/RANBP2/STAG2/SUMO1/SUMO2/SUZ12/TDG/TOP1/TOP2B/TP53BP1/TPR/TRIM28/UBE2I	26
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-72203	Processing of Capped Intron-Containing Pre-mRNA	31/572	244/10654	6.6428195787631e-06	0.00030424113670735	0.000253965481158606	DDX39B/DDX5/DHX9/ELAVL1/FUS/FYTTD1/HNRNPA0/HNRNPA1/HNRNPA3/HNRNPH1/HNRNPH2/HNRNPK/HNRNPR/HNRNPU/HNRNPUL1/HSPA8/PRPF40A/RANBP2/RBMX/SF1/SF3B1/SLU7/SNRNP70/SNRPD3/SRRM2/SRSF5/SRSF6/SRSF9/TPR/U2SURP/WBP4	31
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-2990846	SUMOylation	26/572	188/10654	8.03695339393213e-06	0.000353935062925088	0.000295447517477343	CDKN2A/CETN2/DDX17/DDX5/DNMT3A/EP300/HDAC2/HERC2/HNRNPK/MDM2/PARP1/PCGF2/PHC2/RAD21/RANBP2/STAG2/SUMO1/SUMO2/SUZ12/TDG/TOP1/TOP2B/TP53BP1/TPR/TRIM28/UBE2I	26
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-380320	Recruitment of NuMA to mitotic centrosomes	17/572	94/10654	8.89486693935761e-06	0.000370128666581272	0.000308965138364326	AKAP9/CETN2/CKAP5/CNTRL/DCTN2/DCTN3/DYNC1H1/DYNC1I2/DYNLL1/NME7/NUMA1/PCM1/TUBA1A/TUBB/TUBB2B/YWHAE/YWHAG	17
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-6814122	Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding	11/572	42/10654	9.05118136617958e-06	0.000370128666581272	0.000308965138364326	CCT2/CCT3/CCT4/CCT5/CCT6A/CCT7/CCT8/CSNK2A1/GNAI2/GNAI3/GNB1	11
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-380259	Loss of Nlp from mitotic centrosomes	14/572	70/10654	1.67439936491741e-05	0.000639062424276812	0.000533457762577196	AKAP9/CETN2/CKAP5/CNTRL/DCTN2/DCTN3/DYNC1H1/DYNC1I2/DYNLL1/PCM1/TUBA1A/TUBB/YWHAE/YWHAG	14
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-380284	Loss of proteins required for interphase microtubule organization from the centrosome	14/572	70/10654	1.67439936491741e-05	0.000639062424276812	0.000533457762577196	AKAP9/CETN2/CKAP5/CNTRL/DCTN2/DCTN3/DYNC1H1/DYNC1I2/DYNLL1/PCM1/TUBA1A/TUBB/YWHAE/YWHAG	14
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-1445148	Translocation of SLC2A4 (GLUT4) to the plasma membrane	14/572	72/10654	2.34437450212607e-05	0.0008397173554244	0.000700954593174309	ACTG1/CALM1/EXOC7/KIF3A/KIF3B/KIFAP3/RAB11A/RAB14/RALGAPA2/TUBA1A/TUBB2B/YWHAE/YWHAG/YWHAQ	14
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-1839117	Signaling by cytosolic FGFR1 fusion mutants	7/572	18/10654	2.34680832957037e-05	0.0008397173554244	0.000700954593174309	CNTRL/CPSF6/CUX1/GRB2/LRRFIP1/TRIM24/ZMYM2	7
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-380270	Recruitment of mitotic centrosome proteins and complexes	15/572	82/10654	2.59035571143334e-05	0.000872340379291522	0.0007281866829664	AKAP9/CETN2/CKAP5/CNTRL/DCTN2/DCTN3/DYNC1H1/DYNC1I2/DYNLL1/NME7/PCM1/TUBA1A/TUBB/YWHAE/YWHAG	15
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-380287	Centrosome maturation	15/572	82/10654	2.59035571143334e-05	0.000872340379291522	0.0007281866829664	AKAP9/CETN2/CKAP5/CNTRL/DCTN2/DCTN3/DYNC1H1/DYNC1I2/DYNLL1/NME7/PCM1/TUBA1A/TUBB/YWHAE/YWHAG	15
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-3371497	HSP90 chaperone cycle for steroid hormone receptors (SHR)	12/572	55/10654	2.67986293873635e-05	0.000876698018529464	0.000731824225074468	DCTN2/DCTN3/DNAJA1/DNAJA2/DYNC1H1/DYNC1I2/DYNC1LI2/DYNLL1/HSP90AB1/HSPA8/TUBA1A/TUBB2B	12
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-8854518	AURKA Activation by TPX2	14/572	73/10654	2.76023369885254e-05	0.00087790766255171	0.00073283397618658	AKAP9/CETN2/CKAP5/CNTRL/DCTN2/DCTN3/DYNC1H1/DYNC1I2/DYNLL1/PCM1/TUBA1A/TUBB/YWHAE/YWHAG	14
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-390471	Association of TriC/CCT with target proteins during biosynthesis	10/572	39/10654	2.83991593286257e-05	0.000878838849493957	0.000733611285075167	CCT2/CCT3/CCT4/CCT5/CCT6A/CCT7/CCT8/DCAF7/USP11/XRN2	10
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-5610787	Hedgehog 'off' state	18/572	113/10654	2.98705705081235e-05	0.000900047453468457	0.000751315180647538	CSNK1A1/DYNC2H1/GNAS/GSK3B/IFT57/IFT88/KIF3A/PRKAR1A/PSMB1/PSMB3/PSMB4/PSMC5/PSMD2/PSMD4/SKP1/TUBA1A/TUBB2B/UBB	18
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-3108214	SUMOylation of DNA damage response and repair proteins	14/572	77/10654	5.14252779250755e-05	0.00150979341600542	0.00126030100825826	CDKN2A/CETN2/HERC2/PARP1/PCGF2/PHC2/RAD21/RANBP2/STAG2/SUMO1/SUMO2/TDG/TPR/UBE2I	14
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-5663202	Diseases of signal transduction	39/572	377/10654	5.97667185894705e-05	0.00171082231962359	0.00142811001261156	ACTG1/AKAP9/BRAF/CALM1/CAMK2B/CNTRL/CPSF6/CREB1/CSNK1A1/CUX1/EP300/FXR1/FYN/GRB2/GSK3B/HDAC2/HDAC5/HDAC8/IHH/KIAA1549/LRRFIP1/MDM2/NF1/PIK3R3/PSMB1/PSMB3/PSMB4/PSMC5/PSMD2/PSMD4/RBPJ/SKP1/SND1/TLN1/TNKS2/TRAK1/TRIM24/UBB/ZMYM2	39
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-212165	Epigenetic regulation of gene expression	20/572	149/10654	0.000134185851801869	0.00365816191221762	0.00305365296832324	ARID4B/BAZ1B/CHD4/DNMT3A/EHMT2/EP300/GSK3B/HDAC2/MTF2/POLR1D/RBBP4/SAP18/SAP30/SF3B1/SMARCA5/SUZ12/TDG/TET2/TTF1/UBTF	20
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-5358351	Signaling by Hedgehog	20/572	149/10654	0.000134185851801869	0.00365816191221762	0.00305365296832324	CSNK1A1/CUL3/DYNC2H1/GNAS/GSK3B/IFT57/IFT88/IHH/KIF3A/PRKAR1A/PSMB1/PSMB3/PSMB4/PSMC5/PSMD2/PSMD4/SKP1/TUBA1A/TUBB2B/UBB	20
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-68886	M Phase	39/572	395/10654	0.00016251231948364	0.00432736292578531	0.00361226893735974	AKAP9/CETN2/CKAP5/CNTRL/CSNK2A1/DCTN2/DCTN3/DYNC1H1/DYNC1I2/DYNC1LI2/DYNLL1/HDAC8/MAD1L1/NIPBL/NME7/NUMA1/PCM1/PDS5B/PSMB1/PSMB3/PSMB4/PSMC5/PSMD2/PSMD4/RAD21/RANBP2/SET/SMC2/STAG2/TAOK1/TMPO/TPR/TUBA1A/TUBB/TUBB2B/UBB/XPO1/YWHAE/YWHAG	39
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-1257604	PIP3 activates AKT signaling	29/572	264/10654	0.000189775552847744	0.00493847745478787	0.00412239717669261	AGO1/CBX6/CHD4/CREB1/CSNK2A1/FYN/GRB2/GSK3B/HDAC2/HDAC5/KDM1A/LAMTOR2/MDM2/MKRN1/PHC2/PIK3R3/PSMB1/PSMB3/PSMB4/PSMC5/PSMD2/PSMD4/RBBP4/RNF146/RRAGA/SUZ12/TNKS2/TNRC6B/UBB	29
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-8878171	Transcriptional regulation by RUNX1	27/572	239/10654	0.000198269278475246	0.00504485164120347	0.00421119309603563	ACTL6A/AGO1/ARID1A/ARID1B/ARID2/CBX6/CSNK2A1/DPY30/EP300/KMT2A/KMT2E/LDB1/PHC2/PRMT1/PSMB1/PSMB3/PSMB4/PSMC5/PSMD2/PSMD4/SMARCA4/SMARCC1/SMARCC2/SMARCD1/SMARCE1/TNRC6B/UBB	27
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-9006925	Intracellular signaling by second messengers	32/572	305/10654	0.000210946875964624	0.00523074275903251	0.00436636582413378	AGO1/CALM1/CAMK2B/CBX6/CHD4/CREB1/CSNK2A1/FYN/GRB2/GSK3B/HDAC2/HDAC5/KDM1A/LAMTOR2/MDM2/MKRN1/PHC2/PIK3R3/PRKAR1A/PSMB1/PSMB3/PSMB4/PSMC5/PSMD2/PSMD4/RBBP4/RNF146/RRAGA/SUZ12/TNKS2/TNRC6B/UBB	32
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-109581	Apoptosis	22/572	178/10654	0.000214711711506138	0.00523074275903251	0.00436636582413378	CASP6/CDKN2A/CFLAR/DSP/DYNLL1/HMGB1/HMGB2/PAK2/PSMB1/PSMB3/PSMB4/PSMC5/PSMD2/PSMD4/PTK2/ROCK1/TFDP2/TP53BP2/UBB/YWHAE/YWHAG/YWHAQ	22
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-3371556	Cellular response to heat stress	14/572	89/10654	0.000258031257971584	0.00615512063286383	0.00513799083855698	CAMK2B/DNAJB6/DNAJC7/EP300/GSK3B/HSBP1/HSP90AB1/HSPA4/HSPA8/HSPH1/RANBP2/ST13/TPR/YWHAE	14
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-5357801	Programmed Cell Death	22/572	181/10654	0.000273011527250086	0.0063269376883768	0.00528141523424145	CASP6/CDKN2A/CFLAR/DSP/DYNLL1/HMGB1/HMGB2/PAK2/PSMB1/PSMB3/PSMB4/PSMC5/PSMD2/PSMD4/PTK2/ROCK1/TFDP2/TP53BP2/UBB/YWHAE/YWHAG/YWHAQ	22
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-2559585	Oncogene Induced Senescence	8/572	33/10654	0.000276285488575406	0.0063269376883768	0.00528141523424145	AGO1/CDKN2A/CDKN2B/ETS1/MDM2/TFDP2/TNRC6B/UBB	8
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-162906	HIV Infection	26/572	233/10654	0.000314705930301579	0.00702228873915776	0.00586185996336957	AP2M1/FYN/NELFCD/PAK2/PSIP1/PSMB1/PSMB3/PSMB4/PSMC5/PSMD2/PSMD4/RANBP1/RANBP2/RNMT/SKP1/SSRP1/SUPT4H1/TAF11/TAF15/TAF7/TPR/TSG101/UBB/XPO1/XRCC5/XRCC6	26
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-5620920	Cargo trafficking to the periciliary membrane	10/572	51/10654	0.000318916169813278	0.00702228873915776	0.00586185996336957	ARL3/ASAP1/CCT2/CCT3/CCT4/CCT5/CCT8/EXOC7/RAB11A/RAB3IP	10
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-6804760	Regulation of TP53 Activity through Methylation	6/572	19/10654	0.000346912863485656	0.0074946269564354	0.00625614458877807	EHMT1/EHMT2/EP300/JMY/MDM2/UBB	6
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-6802957	Oncogenic MAPK signaling	12/572	71/10654	0.000356570204006502	0.00756060895532306	0.00631122310405271	ACTG1/AKAP9/BRAF/CALM1/CAMK2B/FXR1/KIAA1549/NF1/SND1/TLN1/TRAK1/TRIM24	12
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-195721	Signaling by WNT	33/572	331/10654	0.000430909806042722	0.00897075868943485	0.00748834648587161	AGO1/AP2M1/CALM1/CSNK1A1/CSNK1G2/CSNK2A1/CTNNBIP1/CUL3/DVL3/EP300/FZD3/GNB1/GSK3B/PLCB1/PPP3CA/PSMB1/PSMB3/PSMB4/PSMC5/PSMD2/PSMD4/RNF146/RUVBL1/RYK/SKP1/SMARCA4/SOX4/TNKS2/TNRC6B/UBB/USP8/VPS35/XPO1	33
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-3232118	SUMOylation of transcription factors	6/572	20/10654	0.000473294403018723	0.00967444470001887	0.00807574882796335	CDKN2A/MDM2/SUMO1/SUMO2/TP53BP1/UBE2I	6
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-68882	Mitotic Anaphase	23/572	201/10654	0.000481609910830633	0.00967444470001887	0.00807574882796335	CKAP5/DYNC1H1/DYNC1I2/DYNC1LI2/DYNLL1/HDAC8/MAD1L1/PDS5B/PSMB1/PSMB3/PSMB4/PSMC5/PSMD2/PSMD4/RAD21/RANBP2/STAG2/TAOK1/TMPO/TUBA1A/TUBB2B/UBB/XPO1	23
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-2555396	Mitotic Metaphase and Anaphase	23/572	202/10654	0.000516833569130853	0.0102030075285315	0.00851696698313639	CKAP5/DYNC1H1/DYNC1I2/DYNC1LI2/DYNLL1/HDAC8/MAD1L1/PDS5B/PSMB1/PSMB3/PSMB4/PSMC5/PSMD2/PSMD4/RAD21/RANBP2/STAG2/TAOK1/TMPO/TUBA1A/TUBB2B/UBB/XPO1	23
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-2467813	Separation of Sister Chromatids	22/572	190/10654	0.000539372532484984	0.0103517846202478	0.00864115875447941	CKAP5/DYNC1H1/DYNC1I2/DYNC1LI2/DYNLL1/HDAC8/MAD1L1/PDS5B/PSMB1/PSMB3/PSMB4/PSMC5/PSMD2/PSMD4/RAD21/RANBP2/STAG2/TAOK1/TUBA1A/TUBB2B/UBB/XPO1	22
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-3899300	SUMOylation of transcription cofactors	9/572	45/10654	0.000542451595820844	0.0103517846202478	0.00864115875447941	DDX17/DDX5/EP300/PCGF2/PHC2/SUMO1/SUMO2/TRIM28/UBE2I	9
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-8941858	Regulation of RUNX3 expression and activity	10/572	55/10654	0.000601717398857039	0.0112945315031362	0.00942811731082298	CDKN2A/EP300/MDM2/PSMB1/PSMB3/PSMB4/PSMC5/PSMD2/PSMD4/UBB	10
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-450531	Regulation of mRNA stability by proteins that bind AU-rich elements	13/572	88/10654	0.000787474543983889	0.0145428766590573	0.0121396754828077	ANP32A/ELAVL1/HSPA8/PSMB1/PSMB3/PSMB4/PSMC5/PSMD2/PSMD4/SET/TNPO1/UBB/XPO1	13
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-6802952	Signaling by BRAF and RAF fusions	11/572	67/10654	0.000802111780451739	0.0145780633113848	0.0121690475630773	ACTG1/AKAP9/BRAF/CALM1/CAMK2B/FXR1/KIAA1549/SND1/TLN1/TRAK1/TRIM24	11
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-3214858	RMTs methylate histone arginines	12/572	79/10654	0.000964759197211203	0.0172601450126067	0.0144079169583515	ACTL6A/ARID1A/ARID1B/ARID2/COPRS/DNMT3A/PRMT1/SMARCA4/SMARCC1/SMARCC2/SMARCD1/SMARCE1	12
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-8948751	Regulation of PTEN stability and activity	11/572	69/10654	0.00103310448560043	0.0181985328617307	0.0151912368085051	CSNK2A1/MKRN1/PSMB1/PSMB3/PSMB4/PSMC5/PSMD2/PSMD4/RNF146/TNKS2/UBB	11
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-1839124	FGFR1 mutant receptor activation	7/572	31/10654	0.00105359750297454	0.0182783203167552	0.0152578394370156	CNTRL/CPSF6/CUX1/GRB2/LRRFIP1/TRIM24/ZMYM2	7
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-5620922	BBSome-mediated cargo-targeting to cilium	6/572	23/10654	0.00107398423210213	0.0183539096381632	0.0153209376708363	CCT2/CCT3/CCT4/CCT5/CCT8/RAB3IP	6
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-5610783	Degradation of GLI2 by the proteasome	10/572	60/10654	0.00121884788266285	0.0202258090673763	0.0168835069024846	CSNK1A1/GSK3B/PSMB1/PSMB3/PSMB4/PSMC5/PSMD2/PSMD4/SKP1/UBB	10
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-5610785	GLI3 is processed to GLI3R by the proteasome	10/572	60/10654	0.00121884788266285	0.0202258090673763	0.0168835069024846	CSNK1A1/GSK3B/PSMB1/PSMB3/PSMB4/PSMC5/PSMD2/PSMD4/SKP1/UBB	10
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-2470946	Cohesin Loading onto Chromatin	4/572	10/10654	0.00133148156374469	0.0217792341498238	0.0181802294718823	NIPBL/PDS5B/RAD21/STAG2	4
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-2029482	Regulation of actin dynamics for phagocytic cup formation	10/572	61/10654	0.00138933895001787	0.0220943485801452	0.0184432714417576	ABI2/ACTG1/ARPC5/BRK1/GRB2/HSP90AB1/MYO10/PTK2/VAV2/WASF1	10
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-8943724	Regulation of PTEN gene transcription	10/572	61/10654	0.00138933895001787	0.0220943485801452	0.0184432714417576	CBX6/CHD4/HDAC2/HDAC5/KDM1A/LAMTOR2/PHC2/RBBP4/RRAGA/SUZ12	10
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-5663205	Infectious disease	35/572	383/10654	0.00141076358209029	0.0221277301574437	0.0184711367345059	AP2M1/CALM1/FYN/GRB2/HSP90AB1/NELFCD/PAK2/PSIP1/PSMB1/PSMB3/PSMB4/PSMC5/PSMD2/PSMD4/RANBP1/RANBP2/RNMT/RPL23/RPL24/RPL26L1/RPL6/RPS26/SKP1/SSRP1/SUPT4H1/TAF11/TAF15/TAF7/TPR/TSG101/TXNRD1/UBB/XPO1/XRCC5/XRCC6	35
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-162909	Host Interactions of HIV factors	16/572	129/10654	0.00145414446224436	0.0224999379631053	0.0187818374355317	AP2M1/FYN/PAK2/PSIP1/PSMB1/PSMB3/PSMB4/PSMC5/PSMD2/PSMD4/RANBP1/RANBP2/SKP1/TPR/UBB/XPO1	16
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-4655427	SUMOylation of DNA methylation proteins	5/572	17/10654	0.00158107990873135	0.0241378199399652	0.0201490604509202	DNMT3A/PCGF2/PHC2/SUMO1/UBE2I	5
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-8878159	Transcriptional regulation by RUNX3	13/572	96/10654	0.00178907983340787	0.026953900121737	0.0224997851625255	CDKN2A/EP300/MDM2/PSMB1/PSMB3/PSMB4/PSMC5/PSMD2/PSMD4/RBPJ/TEAD1/UBB/ZFHX3	13
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-2029480	Fcgamma receptor (FCGR) dependent phagocytosis	12/572	86/10654	0.00204825261325532	0.0304577823659394	0.0254246530804624	ABI2/ACTG1/ARPC5/BRK1/FYN/GRB2/HSP90AB1/MYO10/PLD3/PTK2/VAV2/WASF1	12
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-3858494	Beta-catenin independent WNT signaling	17/572	146/10654	0.0020999453186682	0.0308261203830139	0.0257321234730192	AGO1/AP2M1/CALM1/DVL3/FZD3/GNB1/PLCB1/PPP3CA/PSMB1/PSMB3/PSMB4/PSMC5/PSMD2/PSMD4/RYK/TNRC6B/UBB	17
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-8953750	Transcriptional Regulation by E2F6	7/572	35/10654	0.00223631936948127	0.0324124769374185	0.027056335609447	EHMT1/EHMT2/EPC1/PCGF2/RBBP4/SUZ12/TFDP2	7
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-5633007	Regulation of TP53 Activity	18/572	160/10654	0.00231653219194334	0.033155366997189	0.0276764635563757	BRD7/CDKN2A/CHD4/CSNK2A1/EHMT1/EHMT2/EP300/HDAC2/JMY/MDM2/RBBP4/SSRP1/TAF11/TAF15/TAF7/TP53BP2/TP53INP1/UBB	18
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-4641257	Degradation of AXIN	9/572	55/10654	0.00241463727891485	0.034132835609352	0.0284924060981766	PSMB1/PSMB3/PSMB4/PSMC5/PSMD2/PSMD4/RNF146/TNKS2/UBB	9
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-69563	p53-Dependent G1 DNA Damage Response	10/572	66/10654	0.00255637340087831	0.0352656330603093	0.0294380094863349	CDKN2A/MDM2/PCBP4/PSMB1/PSMB3/PSMB4/PSMC5/PSMD2/PSMD4/UBB	10
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-69580	p53-Dependent G1/S DNA damage checkpoint	10/572	66/10654	0.00255637340087831	0.0352656330603093	0.0294380094863349	CDKN2A/MDM2/PCBP4/PSMB1/PSMB3/PSMB4/PSMC5/PSMD2/PSMD4/UBB	10
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-5663213	RHO GTPases Activate WASPs and WAVEs	7/572	36/10654	0.00265006147908502	0.0361228618280042	0.0301535817419699	ABI2/ACTG1/ARPC5/BRK1/GRB2/PTK2/WASF1	7
early_EEC_vs_goblet.up	early_EEC_vs_goblet	up	R-HSA-5687128	MAPK6/MAPK4 signaling	12/572	89/10654	0.00274837891820912	0.0370222807217582	0.0309043722319985	AGO1/CDC42EP3/PAK2/PSMB1/PSMB3/PSMB4/PSMC5/PSMD2/PSMD4/TNRC6B/UBB/XPO1	12
